StnCode,Lat,Long,Elev,StnName
MAYZ,18.217593,-67.15883,1,Mayaguez_Tide_Gauge_Station_PR2010
CN11,17.0211799,-77.7841177,-10.7123,Pedro_Cay_Jamaica_2011_CPGS
P290,36.178939,-120.728252,987.7468,Mustang_Ridge_San_Lucas_CA_2006_CGPS
ELKO,40.91469,-115.817198,2016.8904,Elko_NV_1997_CGPS
P598,34.192457,-116.710253,2747.181,Onyx_Peak_Big_Bear_CA_2007_CGPS
FRY3,-77.60578,163.1252,-31.735,Lake Fryxell Camp Jamesway
TOMO,-75.8018888888889,-114.661777777778,1170,Toney_MountainTo 
P820,42.8618,-124.0539,92, dingbatfltor2017.pbo-data-2.net
SRS1,34.004335,-120.065219,68.2316,Santa_Rosa_Island_1_CS_2000_CGPS
SABD,40.0,48.476,-9.807,SABD_SAB_AZE2017
WLLY,-77.8675,166.91875,-35.2,WILLIAMS AIR FIELD
LFRL,-77.6053,163.1217,-30.4,Lake Fryxell Camp
PHNX,-77.94758,166.7576,-39.6,Phoenix Airfield
C153,32.97979,-115.48767,3,Salton_Trough_SDSU_Brawley_CS2008
DNTH,-78.07859,163.98413,912.7,Denton Hills
C127,58.67868,-156.65711,13,King Salmon DOT comms station
PATN,-78.03004,-155.02293,515.3,POLENET-NSF/OSU/UNAVCO
P682,42.50330188,-110.907523,2324.2,Salt_Creek_Pass_WY_2008_CGPS
ARVL,-77.82944,166.66364,131.9,Arrival Heights
TYLG,-77.72567,162.26508,86.6,Taylor Glacier
P562,34.982133,-118.188744,1241.0709,SoledadMtnCS2004
NAS0,25.052559,-77.462256,-16.476,Nassau
P501,32.875757,-115.397912,-55.6872,Holtville_Friends_Church_Holtville_CA_2005_CGPS
P583,34.987003,-117.543392,730.7603,Kramer_Junction_Mojave_Desert_CA_2005_CGPS
CN18,17.40759,-83.944381,7,SwanIslndHND2014
RG08,32.72835,-104.99407,1485,RG08CauhapNM2006
MAJK,-81.66098,-21.87375,1452,Majak Nunatak
OREO,37.46068,-121.75125,637.5,OREO_Mil_USA2016
QCYN,36.161156,-121.137482,98.5861,QCYN_BARD_______
ORE2,37.45985,-121.75194,600,ORE2_Mil_USA2018
THRO,-79.126128,-28.31825,1070,Theron Mountains
P686,44.25205,-111.155022,2165.981,Fish_Creek_Rd_ID_2007_CGPS
AGPR,18.467583,-67.111219,108,Aguadilla_PR_2017_CGPS
CRSE,18.76808,-69.04371,86.585,El_Seibo_DOM2015
P466,36.53124,-117.78944,2751,Cerro_Gordo_CA_2007_CGPS
P508,33.247781,-115.428704,10.6892,Angus_Property_Niland_CA_2005_CGPS
ARML,35.9173,-89.8029,50.034,Armorel High School
GARL,40.416527,-119.355457,1640.2266,Garlic_Farm_Near_Burning_Man_NV_1996_CGPS
P090,39.572799,-119.799838,1504.217,Desert_Research_Institute_NV_2007_CGPS
P095,39.698431,-119.536904,1608.8037,Spanish_Springs_NV_2005_CGPS
ORE3,37.46153,-121.75082,661,ORE3_Mil_USA2018
TWHL,47.015905,-122.922875,107.2996,Tumwater_Hill_WA_2001_CGPS
WLLZ,-77.867631,166.919812,-32.1635,WILLIAMS AIR FIELD 2
JURI,24.498418,92.135305,-30,JURI_Sag_BGD2007
DCPS,24.302785,91.778251,-14,DCPS_Sre_BGD2018
ICPS,24.403792,92.037719,20,ICPS_Kul_BGD2018
MGW3,29.6184,-89.946635,1.803,MGWell3LAUSA2016
P098,39.88888222,-118.68441411,1286.5738,Topog_Peak_NV_2007_CGPS
BARA,18.208721,-71.098229,43,Barahona_DOM2011
P286,36.515904,-120.85304,539.412,Babies_Gulch_Idria_CA_2007_CGPS
P174,36.30215,-121.05088,342.688,Llano_Grande_King_City_CA_2007_CGPS
DEVI,-81.4767,161.9771,67.08,Polenet_OSU/NSF/UNAVCO/LINZ
P551,34.856198,-119.154569,1550.2888,Pine_Mountain_CA_2006_CGPS
KGPS,24.1862,91.61859,-27.401,KGPS_Kal_BGD2018
CHNR,24.18975,91.51504,-24.356,CHNR_Chu_BGD2007
SSPS,24.28193,91.89505,-13.463,SSPS_Ada_BGD2018
AB08,60.38483202,-166.200857,26.5182,Mekoryuk_Nunivak_Island_AK_2008_CGPS
AC34,57.220027,-153.279177,103.2155,Old_Harbor_Kodiak_Island_AK_2006CGPS
AC41,55.908671,-160.407284,407.149,Port_Moller_AK_2006_CGPS
P739,42.02013,-117.72562,1378,McDermitt_State Airport_OR2008_CGPS
BURN,42.779501,-117.843529,1180.9083,Burns_Junction_BLM_1998_OR_CGPS
P564,35.62291,-119.34938,61.729,Poso_Creek_CS_2006_CGPS
P255,37.581885,-121.324852,73.5236,Arkansas_Creek_Patterson_CA_2006_CGPS
P070,36.04478,-104.69799,1884.511,Wagon_Mound_NM_2007_CGPS
OK01,36.3922,-96.9836,274,OK01_PawneeEQ_OK
P441,48.91597874,-122.139642,115.2,Kendall_Elementary_Kendall_WA2008_CGPS
PTPP,8.20437,-82.87904,137,PetTerPacPAN2014
USLO,35.311803,-120.661092,134.6419,Cal_Poly_San_Luis_Obispo_CS_2000_CGPS
P516,35.1062,-120.38339,262.9758,Jimmie_Jackson_Huasna_CA_2006_CGPS
P539,35.702673,-120.182049,601.0926,Vogel_Ranch_Paso_Robles_California_2004_CGPS
P558,35.138605,-118.611654,1411.4388,Ravens_Ridge_Tehachapi_CA_2006_CGPS
C027,37.3464,-121.63043,0,Valpe_Ridge_Livermore_CA_Repeater
P530,35.6248,-120.480432,388.3735,Hillman_Ranch_Shandon_CA_2005_CGPS
VCVL,38.39453031,-121.946941,0.3682,Vacaville_CA_2012_CGPS
P271,38.65735,-121.714549,-18.1944,City_of_Woodland_CA_2004_CGPS
P351,43.87441464,-114.719163,2692.6076,Galena_Summit_ID_2008_CGPS
DIXN,38.46871518,-121.828643,-9.145,Dixon_City_CA_2012_CGPS
P710,44.095748,-110.732128,2173.145,Grassy_Lake_Rd_Grand_Teton_NP_WY_2007_CGPS
CN19,12.611829,-70.048497,4.63,ArubaNethARU2013
P027,32.801854,-105.804149,2897.775,Apache_Point_Cloudcroft_NM_CGPS_2007
P296,36.05165,-120.363546,265.92,Jacalitos_Ranch_Coalinga_CA_2006_CGPS
P352,43.84905901,-114.096075,2474.6709,Wildhorse_ID_2008_CGPS
CANZ,8.199626,-81.522229,372.0308,CANZ_Ojo_PAN2011
CN04,14.023571,-60.973898,24.139,Castries_LCA2014
LPRD,-65.9533,-62.9035,601.5,LARISSA-POLENET: Hamilton College-UNAVCO-NSF
CARH,35.888383,-120.43082,480.2654,Carr_Hill_Parkfield_CA_2001_CGPS
DLPA,28.983677743,82.817884477,2535,DLPADolpaNPL2007
JMLA,29.27781759,82.192570464,2411.2,JMLAJumlaNPL2007
VLCN,8.785152206,-82.63879363,1443.736,VLCN_Vol_PAN2011
RDLT,19.3066139,-69.5466528,23,LasTerrenasDomRe
CN21,13.402756,-87.427101,21.706,SanLorenzHND2014
P737,42.72714192,-122.609636,1254,Flounce_Rock_Prospect_OR_2008_CGPS
AT01,63.484,-162.00639,21.7,StMichael_AK_2018_CGPS
P199,38.263691,-122.503438,55.6784,Rodgers_Creek_Sonoma_CA_2005_CGPS
RHCL,34.01905,-118.026169,176.8871,Rio_Hondo_College_CA_1998_CGPS
NPGJ,28.117173324,81.595301715,87.8,NepalganjNPL2007
P200,38.239831,-122.451701,-25.0739,Sonoma_Creek_Sonoma_CA_2005_CGPS
LAND,35.89979,-120.473283,568.5613,Lang_Parkfield_CN_1999_CGPS
P622,35.162992,-115.365864,1524.4692,Round_Valley_Cima_CA_2005_CGPS
CRLR,18.416686,-68.936905,-5.56,LaRomana_DOM2015
P066,32.616524,-116.169785,822.8926,Jacumba_Airport_Jacumba_CA_2004_CGPS
CN55,8.243270989,-80.53933636,45.994,CN55_Agu_PAN2018
SIV1,40.876827,28.972703,3,Sivereada
CN53,21.7826,-72.2536,-11.506,CN53_Providenciales_TCI_2015
B034,43.66505,-123.396317,69,
P007,41.724196,-114.819698,1687.207,Salmon_Falls_Creek_NV_2007_CGPS
P680,44.598357,-111.098749,2315.9239,Yellowstone_Cluster_West_Yellowstone_MT_USFS
RDMS,18.979607,-69.040816,-16.8,RDMSMicheDOM2018
P480,32.975995,-116.348534,436.0347,Vallecito_CS2004
P676,44.654217,-111.33795,2189.7777,Henrys_Lake_ID_2005_CGPS
KTBW,47.54732,-122.795418,491.5781,KTBW_TV_Gold_Mountain_WA_2001_CGPS
P458,44.765682,-111.301496,2394.501,Contour_Rd_MT_2007_CGPS
P491,33.574678,-116.226823,4.2411,La_Quinta_CA_2005_CGPS
CN20,9.351737,-82.256249,24.72,Bocas Del Toro Island Panama
P591,35.152424,-118.016474,708.8334,California_City_Airport_CA_2005_CGPS
P782,35.693814,-120.216175,538.608,Cholame_LSM_CA_2008_CGPS
HUNT,35.880811,-120.402383,449.3323,Hunt_Parkfield_CN_2001_CGPS
P245,37.71312,-119.70612,1577,Turtle_Dome_Yosemite_NTL_Park_CA_2008_CGPS
P537,35.316795,-119.935339,581.7995,California_Valley_CA_2006_CGPS
BBID,44.185045,-111.526126,1789.9517,Big_Bend_Ridge_ID_2002_CGPS
P003,32.722545,-114.004952,50.9807,Mohawk_Valley_AZ_2006_CGPS
LVEG,19.222749,-70.531087,125,La_Vega__DOM2011
CUPR,18.307446,-65.28253,-34.576,Culebra_Island_Puerto_Rico_2008
GOA2,18.43511,-72.85954,44,Petit Goave
RDNE,18.500752246,-71.420455009,91.3685,Neiba_BahDOM2017
P195,38.66466,-122.959292,147.336,Wine_Creek_Healdsburg_CA_2007_CGPS
SPED,18.46101571,-69.3055736,-22.1449,SanPedMacDOM201
NWBL,16.820271,-62.20271,146.7,NorthwestBluff_SilverHills_Montserrat
GLRS,33.274813,-115.521371,-48.6496,Galleano_Reservoir_CA_1999_CGPS
PLCX,31.255,-116.158,181,plcxREGNOMmx2016
P437,48.001805,-122.459141,12.802,Whidbey_Island_South_WA_2007_CGPS
AB21,51.86415,-176.662647,59.3605,Adak_AK_2006_CGPS
AC29,59.429579,-146.339972,60.949,Middleton_Island_AK_2014_CGPS
P141,39.0468,-120.3857,2133,Bunker_Hill_Riverton_CA
KLAY,23.19278,94.06444,62.637,klay_myanmar2018
NAYX,32.32429,-115.295514,-24.1,nayxREGNOMmx2010
PB1Y,32.647944,-115.692443,0.5,REGNOM
NVLX,32.394,-115.183,13.4,nvlxREGNOMmx2010
IAGX,29.026575,-113.171869,149.5,iagxREGNOMmx2018
CHL2,35.694442,-120.222634,574.9,CholameHl2CN2008
AC57,61.1386,-145.74271,828.419,Thompson_Pass_AK_2006_CGPS
CORX,32.415382,-117.248185,73.6,corxREGNOMmx2000
LORG,-78.18365238,170.03361496,-7.778,Lorne_APS
P575,34.21551,-117.542162,1928.4077,Cucamonga_Peak_CA_2008_CGPS
P384,44.84113055,-122.482818,1182.5761,House_Mountain_Mill_City_OR2008_CGPS
P400,47.51391,-123.8118,87,Lake_Quinault_WA_2008_CGPS
P367,44.585242,-124.061555,23.272,Newport_Municipal_Airport_Newport_OR_2007_CGPS
P059,38.92834,-123.72618,-10.815,Pt_Arena_Field_Station_Pt_Arena_CA_2006_CGPS
P038,34.147255,-103.407338,1212.9671,Portales_Airport_Portales_NM_2005_CGPS
P717,44.485406,-109.897291,2270.2261,Shoshone_River_WY_2006
P033,43.952899,-107.387547,1375.8603,Trembath_Ranch_Ten_Sleep_WY_2005_CGPS
P218,37.203514,-121.713959,82.7157,Coyote_Creek_San_Jose_CA_2005_CGPS
P630,37.613036,-119.000441,2740.5906,Old_Mammoth_Mine_CA_2006_CGPS
P409,45.851294,-123.239477,177.3003,Vernonia_Airport_Vernonia_OR_2005_CGPS
P417,46.574738,-123.29793,102.488,Pe_Ell_High_School_Pe_Ell_WA_CGPS_2005
P719,45.217757,-111.789024,1706.3138,Ennis_Fish_Hatchery_Ennis_MT_2006_CGPS
P222,37.539239,-122.083263,53.4959,Coyote_Hills_Regional_Park_Fremont_CA_2004_CGPS
GV11,-0.9477,-90.9554,11,GV11_SierraNegra
P811,35.15243271,-118.016609,707,California_City_Airport_Pillar_CA_2013_CGPS
P812,35.1524993,-118.0165363,707,California_City_Airport_SBM_CA_2013_CGPS_
C160,61.143606,-149.876653,30,MatanuskaSusitnaCommStation
C129,59.527361,-135.229605,300,Skagway_Comms_Customs_Station 
C046,60.197803,-154.322777,95,Port_Alsworth_NPS_Relay_AK_2007
AC02,56.950586,-154.183044,126.8512,Akhiok_AK_2005_CGPS
MRTP,-74.18046,-115.10202,64,Martin Peninsula
SLTR,-75.09816,-113.87955,513.5,Slater Rocks
GMEZ,-73.88546717,-68.53646064,1420.255,Gomez Nunatak
P474,33.355192,-117.24869,182.926,Fallbrook_Airpark__California_2004_CGPS
SGP4,-66.68596779,-62.46019234,258.452,Cape Alexander
CN13,24.06509,-74.53369,5,SanSalva_BHS2014
C121,64.49723,-165.4018,1,Nome Anvil Mountain comms station
MTAK,-76.31504,-112.80001,1328.8,Mount Takahe
JNSN,-73.0765,-66.10219,1374,Jensen Nunatak
GLDK,-72.23305,-100.58758,55.7,Gould Knoll
LHRG,-77.62743,162.91024,22.7,Lake Hoare Ice
LBWG,-77.72007,162.29891,13.3,Lake Bonney West Lobe
LFLG,-77.61021,163.14672,-34.5,Lake Fryxell Ice
LMRG,-78.09681,163.85164,108.6,Lake Miers Ice
MTJN,-79.627,-91.2813,2161.8,Mt Johns
MCRG,-73.6678,-94.64632,1334.8,Miller Crag
LBEG,-77.71354,162.44882,13.7,Lake Bonney East Lobe
PEA1,36.186905,-120.758594,786.077,Peach_Tree_Ranch_1_KingCity_CA_2016_CGPS
C141,60.52417,-145.69778,750,Cordova-Heney Peak Comms Relay
C140,60.54379,-145.733311,25,Cordova Air Service Master Comms Relay
P415,46.655991,-123.729866,-15.4061,Willapa_Harbor_Golf_Course_Raymond_WA_2004_CGPS
SGP3,-65.94138,-63.58805,1662.6,Mount Ivins
LMEC,-0.9469,-79.2794,173,LMEC_LMnaECU2016
SLMS,33.292227,-115.977841,-45.9259,Salton_City_Maintenance_Station_CA_1999_CGPS
P386,44.402823,-118.967801,1103.973,Grant County Airport_OR_2007_CGPS
BSA1,-67.81604,-67.29071,127.6,Horseshoe Island
P541,35.686731,-120.000677,209.1892,Blackwell_Farming_Lost_Hills_CA_2005_CGPS
P546,35.927904,-120.154884,635.2459,Flattop_Peak_Avenal_CA_2006_CGPS
B206,44.7177,-110.5117,2399.5,canyon206bwy2008
TNIF,18.271,-101.895,255,Infierniello_MX_MICH_2015_CGPS
AB02,52.9706056,-168.85467034,192.7873,Nikolski_Umnak_Island_AK2007_CGPS
OLO2,-2.7514048,35.9771794,1114,OLO2_Ol_Doinyo_Lengai_TZA2016
OLO1,-2.7342,35.95,988,OLO1_Ol_Doinyo_Lengai_TZA2016
TNAT,18.13021,-98.04113,1299,Acatlan_MX_PU_2014_CGPS
OLO5,-2.6336855,35.8893321,657,OLO5_Ol_Doinyo_Lengai_TZA2016
WLRD,-80.54411,-96.6377,2316.9,Mt Woolard
WLCH,-70.72935375,-63.82040849,1534.166,Welch Mountains
TRVE,-69.98882,-67.55471,1064.3,Traverse Mountains
TELN,12.60641,-86.83487,892,TelicaNorNIC2009
SGP1,-65.55704,-61.72163,241,Cape Disappointment
SGP5,-67.28197,-64.89056,273.169,Marmelon Point
PTPA,8.938010889,-82.144366088,288.6,PetTerAtlPAN2014
CN15,26.55665578,-78.6930835,-27.5547,Grand_Bahama_Island_2011
AB18,66.858367,-162.613479,36.53,Kotzebue_Permafrost_Kotzebue_AK2007_CGPS
CN03,18.49047,-64.40222,303.1614,Virgin_Gorda_British_Virgin_Islands_2013_CGPS
P467,36.570202,-118.090623,1380.1261,Alabama_Hills_CA_2006_CGPS
C162,59.0421,-158.5188,21,DillinghamCommunications
SSIA,13.69712978,-89.11658523,626.812,Ilopango_Airport_El_Salvador_2007_CGPS
AB28,62.093816,-152.814917,1582.6805,Rainy_Pass_Lodge_AK_2006_CGPS
B031,43.6643,-123.3967,71,hergrt031bor2007
B032,43.668,-123.3923,63.8,hergrt032bor2007
B003,48.06236,-124.14086,284.6646,Floe_Quarry_Strainmeter_GPS_Sappho_WA
P403,48.06236,-124.14086,284.6646,Floe_Quarry_Strainmeter_GPS_Sappho_WA_2005_CGPS
B005,48.059549,-123.503278,302.7,shore1nw_b005_port_angeles_washington
B007,48.05758,-123.50411,293,shore007_b007_port_angeles_washington
CN49,15.6672,-63.6182,5,CN49_Ave_VEN2015
TNCM,19.49821,-105.0448,86.013,Chemala_MX_JAL_2014_CGPS
TNMS,20.5347,-104.796688,1223.882,Mascota_MX_JAL_2014_CGPS
P418,47.23664,-123.407797,115.469,Matlock_Mason_County_Maintenance_Yard_WA_2006
GV01,0.78241,-91.113379,1043.7,gv01_ecuador2002
GV02,-0.814719,-91.132932,946.1,gv02_ecuador2002
GV03,-0.797816,-91.132934,926.1,gv03_ecuador2002
GV04,-0.811486,-91.138058,945.2,gv04_ecuador2002
GV05,-0.804939,-91.12121,911.7,gv05_ecuador2002
GV06,-0.834338,-91.128062,969.6,gv06_ecuador2002
TGPM,9.350822,-82.257852,24,Bocas_TG_PAN2015
GV08,-0.841994,-91.134409,904.8,gv08_ecuador2006
GV09,-0.837283,-91.147363,1037.3,gv09_ecuador2009
GV10,-0.849254,-91.151047,1046.1,gv10_ecuador2009
GV07,-0.840524038,-91.128062,1027.701,gv07_ecuador2006
HSMN,29.800355,-95.469616,2.9,hsmn_houston2013
COTM,29.39383973,-94.9981992,-18.5482,cotm_houston2015
WDVW,29.790394,-95.533072,0.1,wdvw_houston2013
UHEP,29.719465,-95.327124,-4.5,uhep_houston2014
RDCT,29.810418,-95.494718,6,rdct_houston2013
P553,34.835094,-118.878967,1335.8353,Grapevine_Preston_Lebec_CA_2005_CGPS
TDAM,29.31405674,-94.81695201,-2.8624,tdam_houston2013
MDWD,29.77137895,-95.59521091,2.1406,mdwd_houston2013
SPBH,29.80190488,-95.51503587,5.7485,spbh_houston2013
TSFT,29.80628563,-95.47996321,-1.6393,tsft_houston2013
WCHT,29.78282771,-95.58141665,7.5437,wcht_houston2013
P821,43.144546,-123.428986,250.7,WildSafariOR2019
LGC1,30.044596,-94.074547,-12.8,lgci_houston2013
UH01,29.722464,-95.345397,13.5,uh01_houston2012
WKPK,34.568498,-118.741516,1208.9157,Whitiker_Peak_CS_1999_CGPS
TUNG,40.403201,-118.257504,1414.7529,Tungsten_NV_1996_CGPS
BGGY,17.045,-61.8611,300,BGGYAntigATG2007
CN56,8.54889,-78.01477,84,CN56_Met_PAN2018
TNBA,28.971917,-113.547285,5.8,BahiaDeLosAngeles_MX_SO_2014_CGPS
P733,42.4420156,-124.413298,184.5556,Gold_Beach_OR2008_CGPS
CN28,8.625078,-79.033712,28.694,Contadora Island Panama
P011,36.149828,-109.519227,1728.5081,Spider_Rock_Canyon_de_Chelly_Chinle_AZ
SNT1,22.2522,89.805,0,SNT1
NWOT,40.055388,-105.590525,3522.729,Niwot Ridge
C023,35.976291,-116.26977,0,SHEARrelayCS2007
LDES,34.267339,-116.432803,978.0673,Landers_Elementary_School_Landers_CA_1998_CGPS
LMNL,10.26752,-85.05331,100,Limonal_CR_2007_CGPS
P304,36.739004,-120.356598,17.2246,Mendota_CA_2004_CGPS
MGW1,29.618455,-89.946533,1.471,Myrtle Grove Well 1
OLO3,-2.753983,35.871394,1483,OLO3_Ol_Doinyo_Lengai_TZA2016
RNDY,27.60094386,-82.75621258,-16.56,Randy_GPS_Buoy
CN05,18.563945,-68.359389,-28.292,PuntaCana_DR2014
SKYB,34.438624,-118.478629,520.2286,Sky_Blue_Water_Tanks_CS_1999_CGPS
BLDF,-77.72374,162.25795,100,Blood Falls
BLW2,42.767127,-109.557801,2215.5911,Boulder_ANSS_Seismic Station_WY_2003_CGPS
SC01,34.067953,-106.966542,2097.3848,Socorro_ NM_2001_CGPS
C167,37.455586,-122.172536,19,MenloPark_USGS_Menlo_Park_SW2009
KUGE,27.61842,85.53854,1511,Kath_Univ_Geomatics_Eng_NP_2018
P636,37.962767,-119.146691,2739.657,Log_Cabin_Mine_CA_2007_CGPS
HCES,36.332605,-89.171767,77.9913,Mid_America_GPS_Troy_Hillcrest_Elementary_CGPS
ALAM,37.357986,-115.158458,1090.383,Alamo
